tvBench_id,db_id,chart,hardness,query,question,vega_zero
1348@y_name@ASC,employee_hire_evaluation,Bar,Medium,"Visualize BAR SELECT Is_full_time , AVG(Employee_ID) FROM hiring GROUP BY Is_full_time ORDER BY AVG(Employee_ID) ASC",Bar chart showing mean employee id in ascending order of the y-axis.,mark bar data hiring encoding x is_full_time y aggregate mean employee_id transform group x sort y asc
1153,document_management,Bar,Easy,"Visualize BAR SELECT document_name , access_count FROM documents ORDER BY document_name",Bar chart showing the name and access counts of all documents in alphabetic order of the document name.,mark bar data documents encoding x document_name y aggregate none access_count transform sort x
1896,hr_1,Bar,Easy,"Visualize BAR SELECT FIRST_NAME , SALARY FROM employees",Bar chart showing salaries by first name.,mark bar data employees encoding x first_name y aggregate none salary
2010,insurance_policies,Bar,Easy,"Visualize BAR SELECT Payment_Method_Code , COUNT(Payment_Method_Code) FROM Payments GROUP BY Payment_Method_Code",Bar chart showing the frequency of each payment method code.,mark bar data payments encoding x payment_method_code y aggregate count payment_method_code transform group x
47@x_name@ASC,allergy_1,Bar,Medium,"Visualize BAR SELECT AllergyType , COUNT(AllergyType) FROM Allergy_type GROUP BY AllergyType ORDER BY AllergyType ASC",Bar chart showing the number of allergy types in ascending order of allergy types.,mark bar data allergy_type encoding x allergytype y aggregate count allergytype transform group x sort x asc
1702@x_name@DESC,hr_1,Bar,Medium,"Visualize BAR SELECT JOB_TITLE , max_salary - min_salary FROM jobs WHERE max_salary BETWEEN 12000 AND 18000 ORDER BY JOB_TITLE DESC",Bar chart showing job titles and salaries for jobs with maximum salary between 12000 and 18000 in descending order of job title.,mark bar data jobs encoding x job_title y aggregate none max_salary - min_salary transform filter max_salary between 12000 and 18000 sort x desc
3089@y_name@DESC,university_basketball,Stacked Bar,Medium,"Visualize BAR SELECT ACC_Road , School_ID FROM basketball_match GROUP BY All_Home ,  ACC_Road ORDER BY School_ID DESC","Bar chart showing school id grouped by all home based on access road, ranked order.",mark bar data basketball_match encoding x acc_road y aggregate none school_id color all_home transform group x sort y desc
3283@x_name@ASC,wrestler,Bar,Medium,"Visualize BAR SELECT Team , COUNT(Team) FROM elimination GROUP BY Team ORDER BY Team ASC",Bar chart showing the number of teams in elimination in ascending order of team.,mark bar data elimination encoding x team y aggregate count team transform group x sort x asc
2756@x_name@DESC,ship_mission,Stacked Bar,Hard,"Visualize BAR SELECT Type , COUNT(Type) FROM ship GROUP BY Nationality ,  Type ORDER BY Type DESC","Bar chart showing the number of type versus nationality based on type, listed in descending order on the x-axis.",mark bar data ship encoding x type y aggregate count type color nationality transform group x sort x desc
621@x_name@ASC,college_2,Bar,Medium,"Visualize BAR SELECT dept_name , sum(credits) FROM course GROUP BY dept_name ORDER BY dept_name ASC",Bar chart showing the total number of credits from each dept name in ascending order of dept name.,mark bar data course encoding x dept_name y aggregate sum credits transform group x sort x asc
772@y_name@DESC,cre_Doc_Tracking_DB,Bar,Medium,"Visualize BAR SELECT Date_in_Location_From , COUNT(Date_in_Location_From) FROM Document_locations  ORDER BY COUNT(Date_in_Location_From) DESC BIN Date_in_Location_From BY WEEKDAY",Bar chart showing the number of documents with different starting dates in descending order of the y-axis and binning by weekday.,mark bar data document_locations encoding x date_in_location_from y aggregate count date_in_location_from transform sort y desc bin x by weekday
225,behavior_monitoring,Stacked Bar,Extra Hard,"Visualize BAR SELECT date_address_from , AVG(monthly_rental) FROM Student_Addresses GROUP BY other_details ORDER BY monthly_rental DESC BIN date_address_from BY WEEKDAY","Bar chart showing the distribution of date address from and the average of monthly rental in descending order of rental and binning by weekday, grouped by other details.",mark bar data student_addresses encoding x date_address_from y aggregate mean monthly_rental color other_details transform sort monthly_rental desc bin x by weekday
3269@y_name@ASC,world_1,Bar,Medium,"Visualize BAR SELECT Continent , avg(LifeExpectancy) FROM country GROUP BY Continent ORDER BY avg(LifeExpectancy) ASC",Bar chart showing continents versus mean life expectancy in ascending order of total number.,mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x sort y asc
3267@y_name@DESC,world_1,Bar,Hard,"Visualize BAR SELECT Continent , sum(Population) FROM country GROUP BY Continent HAVING avg(LifeExpectancy) < 72 ORDER BY sum(Population) DESC",Bar chart showing sum population across continents in descending order of the y-axis.,mark bar data country encoding x continent y aggregate sum population transform group x sort y desc
1770@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(DEPARTMENT_ID) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY SUM(DEPARTMENT_ID) ASC BIN HIRE_DATE BY WEEKDAY",Bar chart showing the sum of department ID for employees hired before 2002-06-21 by hire date in ascending order of the y-axis and binning by weekday.,mark bar data employees encoding x hire_date y aggregate sum department_id transform filter hire_date < '2002-06-21' sort y asc bin x by weekday
85@y_name@DESC,apartment_rentals,Bar,Medium,"Visualize BAR SELECT booking_start_date , COUNT(booking_start_date) FROM Apartment_Bookings  ORDER BY COUNT(booking_start_date) DESC BIN booking_start_date BY YEAR",Bar chart showing the number of apartment bookings by booking start date in descending order of the y-axis and binning by year.,mark bar data apartment_bookings encoding x booking_start_date y aggregate count booking_start_date transform sort y desc bin x by year
1116@x_name@ASC,department_store,Bar,Easy,"Visualize BAR SELECT product_type_code , max(product_price) FROM products GROUP BY product_type_code ORDER BY product_type_code ASC",Bar chart showing the maximal product price from each product type code in ascending order of product type code.,mark bar data products encoding x product_type_code y aggregate max product_price transform group x sort x asc
640,college_2,Line,Medium,"Visualize LINE SELECT year , count(*) FROM SECTION GROUP BY year",Line chart showing the number of courses provided in each year.,mark line data section encoding x year y aggregate count year transform group x
2655@x_name@ASC,railway,Bar,Medium,"Visualize BAR SELECT Builder , COUNT(*) FROM railway GROUP BY Builder ORDER BY Builder ASC",Bar chart showing the total number across builders in ascending order of builder.,mark bar data railway encoding x builder y aggregate count builder transform group x sort x asc
3217@y_name@DESC,wedding,Bar,Medium,"Visualize BAR SELECT Open_Date , COUNT(Open_Date) FROM church  ORDER BY COUNT(Open_Date) DESC BIN Open_Date BY WEEKDAY",Bar chart showing the number of open dates versus the open dates in descending order of the y-axis and binning by weekday.,mark bar data church encoding x open_date y aggregate count open_date transform sort y desc bin x by weekday
2704@y_name@ASC,school_finance,Bar,Medium,"Visualize BAR SELECT County , count(*) FROM school GROUP BY county ORDER BY count(*) ASC",Bar chart showing the total number of counties in ascending order of the y-axis.,mark bar data school encoding x county y aggregate count county transform group x sort y asc
2488@y_name@DESC,news_report,Bar,Medium,"Visualize BAR SELECT Nationality , AVG(Age) FROM journalist GROUP BY Nationality ORDER BY AVG(Age) DESC",Bar chart showing average ages of journalists by nationality in descending order of the y-axis.,mark bar data journalist encoding x nationality y aggregate mean age transform group x sort y desc
2704,school_finance,Bar,Easy,"Visualize BAR SELECT County , count(*) FROM school GROUP BY county",Bar chart showing each county and the number of schools.,mark bar data school encoding x county y aggregate count county transform group x
2544,perpetrator,Bar,Easy,"Visualize BAR SELECT Country , COUNT(*) FROM perpetrator GROUP BY Country",Bar chart showing the total number by country.,mark bar data perpetrator encoding x country y aggregate count country transform group x
2453,network_1,Bar,Easy,"Visualize BAR SELECT name , AVG(grade) FROM Highschooler GROUP BY name",Bar chart showing the mean grade from different names.,mark bar data highschooler encoding x name y aggregate mean grade transform group x
1347@y_name@ASC,employee_hire_evaluation,Bar,Medium,"Visualize BAR SELECT Is_full_time , SUM(Employee_ID) FROM hiring GROUP BY Is_full_time ORDER BY SUM(Employee_ID) ASC",Bar chart showing the full time versus sum employee ID in ascending order of the y-axis.,mark bar data hiring encoding x is_full_time y aggregate sum employee_id transform group x sort y asc
726,cre_Doc_Control_Systems,Bar,Easy,"Visualize BAR SELECT receipt_date , COUNT(receipt_date) FROM Documents BIN receipt_date BY WEEKDAY",Bar chart showing the number of receipt dates binned by weekday.,mark bar data documents encoding x receipt_date y aggregate count receipt_date transform bin x by weekday
3025@y_name@DESC,tracking_software_problems,Bar,Medium,"Visualize BAR SELECT log_entry_date , problem_log_id FROM problem_log WHERE problem_id = 10 ORDER BY problem_log_id DESC",Bar chart showing ids and dates of the logs for the problem with id 10 in descending order of problem log id.,mark bar data problem_log encoding x log_entry_date y aggregate none problem_log_id transform filter problem_id = 10 sort y desc
2027@y_name@DESC,insurance_policies,Bar,Hard,"Visualize BAR SELECT Date_Payment_Made , SUM(Amount_Payment) FROM Payments WHERE Payment_Method_Code = 'Visa'  ORDER BY SUM(Amount_Payment) DESC BIN Date_Payment_Made BY YEAR",Bar chart showing the sum of payments processed with Visa by year in descending order of the y-axis and binning by year.,mark bar data payments encoding x date_payment_made y aggregate sum amount_payment transform filter payment_method_code = 'visa' sort y desc bin x by year
2907@y_name@DESC,swimming,Bar,Medium,"Visualize BAR SELECT Nationality , AVG(ID) FROM swimmer GROUP BY Nationality ORDER BY AVG(ID) DESC",Bar chart showing the average ID from each nationality in descending order of the y-axis.,mark bar data swimmer encoding x nationality y aggregate mean id transform group x sort y desc
3211,wedding,Bar,Medium,"Visualize BAR SELECT Open_Date , COUNT(Open_Date) FROM church GROUP BY Open_Date ORDER BY open_date DESC LIMIT 3",Bar chart showing the number of opening years for the three churches that opened most recently with the top 3 open dates.,mark bar data church encoding x open_date y aggregate count open_date transform group x sort x desc topk 3
1608,hr_1,Scatter,Medium,"Visualize SCATTER SELECT SALARY , DEPARTMENT_ID FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40",Scatter chart showing the relationship between salary and department id for employees whose salary is in the range of 8000 and 12000 and who have a commission and whose department number does not equal 40.,"mark point data employees encoding x salary y aggregate none department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40"
2486@y_name@ASC,news_report,Bar,Medium,"Visualize BAR SELECT Nationality , COUNT(Nationality) FROM journalist GROUP BY Nationality ORDER BY COUNT(Nationality) ASC",Bar chart showing the count and grouping of journalists by nationality in ascending order of the y-axis.,mark bar data journalist encoding x nationality y aggregate count nationality transform group x sort y asc
3024,tracking_share_transactions,Scatter,Medium,"Visualize SCATTER SELECT investor_id , COUNT(*) FROM TRANSACTIONS WHERE transaction_type_code = ""SALE"" GROUP BY investor_id","Scatter chart showing the correlation between transactions with transaction type code ""sale"" for different investors if it is larger than 0.","mark point data transactions encoding x investor_id y aggregate count investor_id transform filter transaction_type_code = ""sale"" group x"
1168,dog_kennels,Pie,Easy,"Visualize PIE SELECT name , weight FROM Dogs WHERE abandoned_yn = 1",Pie chart showing the age of each abandoned dog.,mark arc data dogs encoding x name y aggregate none weight transform filter abandoned_yn = 1
2200,manufactory_1,Grouping Scatter,Medium,"Visualize SCATTER SELECT Price , Manufacturer FROM products WHERE price BETWEEN 60 AND 120 GROUP BY Name","Scatter chart showing the relationship between price and manufacturer for products with a price between 60 and 120, grouped by attribute name.",mark point data products encoding x price y aggregate none manufacturer color name transform filter price between 60 and 120
174@x_name@ASC,battle_death,Bar,Hard,"Visualize BAR SELECT result , COUNT(result) FROM battle WHERE bulgarian_commander != 'Boril' GROUP BY result ORDER BY result ASC",Bar chart showing the number of results of battles when the bulgarian commander is not boril in ascending order of result.,mark bar data battle encoding x result y aggregate count result transform filter bulgarian_commander != 'boril' group x sort x asc
355,body_builder,Scatter,Easy,"Visualize SCATTER SELECT Body_Builder_ID , Snatch FROM body_builder",Scatter chart showing the relationship between body builder id and snatch.,mark point data body_builder encoding x body_builder_id y aggregate none snatch
469@x_name@ASC,cinema,Bar,Medium,"Visualize BAR SELECT Openning_year , AVG(Capacity) FROM cinema GROUP BY Openning_year ORDER BY Openning_year ASC",Bar chart showing the average capacity of cinemas open for each year in ascending order of name.,mark bar data cinema encoding x openning_year y aggregate mean capacity transform group x sort x asc
1185,dog_kennels,Bar,Easy,"Visualize BAR SELECT date_departed , COUNT(date_departed) FROM Dogs BIN date_departed BY WEEKDAY",Bar chart showing the number of departures across dates and binning by weekday.,mark bar data dogs encoding x date_departed y aggregate count date_departed transform bin x by weekday
358,body_builder,Scatter,Easy,"Visualize SCATTER SELECT Body_Builder_ID , Total FROM body_builder",Scatter chart showing the relationship between body builder id and total.,mark point data body_builder encoding x body_builder_id y aggregate none total
2539@y_name@DESC,performance_attendance,Bar,Medium,"Visualize BAR SELECT Location , COUNT(Location) FROM performance GROUP BY Location ORDER BY COUNT(Location) DESC",Bar chart showing locations on the x-axis and the number of locations on the y-axis in descending order.,mark bar data performance encoding x location y aggregate count location transform group x sort y desc
327@y_name@DESC,bike_1,Bar,Medium,"Visualize BAR SELECT long , COUNT(long) FROM station  ORDER BY COUNT(long) DESC BIN long BY ZERO",Bar chart showing how many long by long in a histogram in descending order of the y-axis and binning by zero.,mark bar data station encoding x long y aggregate count long transform sort y desc bin x by zero
1898@x_name@ASC,hr_1,Bar,Easy,"Visualize BAR SELECT FIRST_NAME , DEPARTMENT_ID FROM employees ORDER BY FIRST_NAME ASC",Bar chart showing department id from each first name in ascending order of first name.,mark bar data employees encoding x first_name y aggregate none department_id transform sort x asc
3007,tracking_share_transactions,Bar,Easy,"Visualize BAR SELECT date_of_transaction , COUNT(date_of_transaction) FROM TRANSACTIONS BIN date_of_transaction BY WEEKDAY",Bar chart showing the number of transactions and binning by weekday.,mark bar data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform bin x by weekday
3180,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT Team_ID , All_Games_Percent FROM basketball_match GROUP BY All_Road","Scatter chart showing the relationship between team id and all games percent, grouped by all road.",mark point data basketball_match encoding x team_id y aggregate none all_games_percent color all_road
1909@y_name@ASC,hr_1,Bar,Easy,"Visualize BAR SELECT EMAIL , EMPLOYEE_ID FROM employees ORDER BY EMPLOYEE_ID ASC",Bar chart showing employee ids from each email in ascending order.,mark bar data employees encoding x email y aggregate none employee_id transform sort y asc
1560,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(EMPLOYEE_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID","Bar chart showing the distribution of job id and the sum of employee id for all employees who have the letters ""d"" or ""s"" in their first name and grouped by job id.",mark bar data employees encoding x job_id y aggregate sum employee_id transform filter first_name like '%d%' or first_name like '%s%' group x
1356@x_name@DESC,employee_hire_evaluation,Line,Medium,"Visualize LINE SELECT Start_from , COUNT(Start_from) FROM hiring  ORDER BY Start_from DESC BIN Start_from BY YEAR",Line chart showing the trend of the number of start from over the years in descending order of start from and binning by year.,mark line data hiring encoding x start_from y aggregate count start_from transform sort x desc bin x by year
2928,swimming,Bar,Easy,"Visualize BAR SELECT Nationality , COUNT(Nationality) FROM swimmer GROUP BY Nationality",Bar chart showing the number of nationalities.,mark bar data swimmer encoding x nationality y aggregate count nationality transform group x
2663@x_name@ASC,restaurant_1,Bar,Hard,"Visualize BAR SELECT LName , COUNT(LName) FROM Student WHERE Major = 600 GROUP BY LName ORDER BY LName ASC",Bar chart showing the number of students in each last name who majored in 600 in ascending order of number.,mark bar data student encoding x lname y aggregate count lname transform filter major = 600 group x sort x asc
2188,manufactory_1,Bar,Medium,"Visualize BAR SELECT Name , Price FROM products WHERE price >= 180 ORDER BY price DESC , name ASC",Bar chart showing the names and prices of products costing at least 180 in decreasing order of price and ascending order of name.,"mark bar data products encoding x name y aggregate none price transform filter price >= 180 sort y desc , name asc"
2648@x_name@DESC,race_track,Bar,Medium,"Visualize BAR SELECT Class , count(*) FROM race GROUP BY CLASS ORDER BY Class DESC",Bar chart showing the total number of each class in descending order of class.,mark bar data race encoding x class y aggregate count class transform group x sort x desc
117@x_name@DESC,assets_maintenance,Bar,Medium,"Visualize BAR SELECT asset_make , COUNT(asset_make) FROM Assets GROUP BY asset_make ORDER BY asset_make DESC",Bar chart showing the number of assets in descending order of asset make.,mark bar data assets encoding x asset_make y aggregate count asset_make transform group x sort x desc
2011@x_name@DESC,insurance_policies,Bar,Medium,"Visualize BAR SELECT Payment_Method_Code , SUM(Amount_Payment) FROM Payments GROUP BY Payment_Method_Code ORDER BY Payment_Method_Code DESC",Bar chart showing the sum amount of payments from each payment method code in descending order.,mark bar data payments encoding x payment_method_code y aggregate sum amount_payment transform group x sort x desc
1555@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(DEPARTMENT_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'  ORDER BY AVG(DEPARTMENT_ID) DESC BIN HIRE_DATE BY WEEKDAY","Bar chart showing the distribution of hire date and the average of department ID for employees with ""d"" or ""s"" in their first name, binned by weekday and displayed in descending order of the y-axis.",mark bar data employees encoding x hire_date y aggregate mean department_id transform filter first_name like '%d%' or first_name like '%s%' sort y desc bin x by weekday
2539@x_name@ASC,performance_attendance,Bar,Medium,"Visualize BAR SELECT Location , COUNT(Location) FROM performance GROUP BY Location ORDER BY Location ASC",Bar chart showing the number of locations on the x-axis and ranking by the bars in ascending order of location.,mark bar data performance encoding x location y aggregate count location transform group x sort x asc
1009@y_name@DESC,customers_and_products_contacts,Bar,Extra Hard,"Visualize BAR SELECT product_name , COUNT(product_name) FROM products WHERE product_price > 1000 OR product_price < 500 GROUP BY product_name ORDER BY COUNT(product_name) DESC",Bar chart showing the number of products with price higher than 1000 or lower than 500 for each product name in descending order of the y-axis.,mark bar data products encoding x product_name y aggregate count product_name transform filter product_price > 1000 or product_price < 500 group x sort y desc
791,cre_Doc_Tracking_DB,Bar,Easy,"Visualize BAR SELECT Location_Code , count(*) FROM Document_locations GROUP BY location_code",Bar chart showing the total number of across location codes.,mark bar data document_locations encoding x location_code y aggregate count location_code transform group x
2948@y_name@DESC,theme_gallery,Bar,Medium,"Visualize BAR SELECT Year , COUNT(Year) FROM exhibition  ORDER BY COUNT(Year) DESC BIN Year BY WEEKDAY",Bar chart showing the count of years binned by weekday in descending order of the y-axis.,mark bar data exhibition encoding x year y aggregate count year transform sort y desc bin x by weekday
2655,railway,Bar,Easy,"Visualize BAR SELECT Builder , COUNT(*) FROM railway GROUP BY Builder",Bar chart showing the total number across builders.,mark bar data railway encoding x builder y aggregate count builder transform group x
1210@x_name@ASC,dorm_1,Bar,Medium,"Visualize BAR SELECT gender , count(*) FROM dorm GROUP BY gender ORDER BY gender ASC",Bar chart showing the number of dorms by gender in ascending order of gender.,mark bar data dorm encoding x gender y aggregate count gender transform group x sort x asc
1783@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , COUNT(JOB_ID) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY COUNT(JOB_ID) ASC","Bar chart showing the comparison of job id amount for employees hired before 2002-06-21, grouped by job id attribute and ordered by total number in ascending order of the y-axis.",mark bar data employees encoding x job_id y aggregate count job_id transform filter hire_date < '2002-06-21' group x sort y asc
2918@y_name@DESC,swimming,Bar,Easy,"Visualize BAR SELECT meter_400 , ID FROM swimmer ORDER BY ID DESC",Bar chart showing ids from each meter 400 in descending order of id.,mark bar data swimmer encoding x meter_400 y aggregate none id transform sort y desc
2844@x_name@DESC,station_weather,Bar,Medium,"Visualize BAR SELECT origin , count(*) FROM train GROUP BY origin ORDER BY origin DESC",Bar chart showing the total number by origin in descending order of origin.,mark bar data train encoding x origin y aggregate count origin transform group x sort x desc
1320@y_name@DESC,election,Bar,Medium,"Visualize BAR SELECT Committee , COUNT(Committee) FROM election GROUP BY Committee ORDER BY COUNT(Committee) DESC",Bar chart showing the number of committees from each committee in descending order of the y-axis.,mark bar data election encoding x committee y aggregate count committee transform group x sort y desc
1550@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'  ORDER BY SUM(SALARY) ASC BIN HIRE_DATE BY WEEKDAY","Bar chart showing the distribution of hire date and the sum of salary for employees who have the letters ""d"" or ""s"" in their first name in ascending order of the y-axis and binning by weekday.",mark bar data employees encoding x hire_date y aggregate sum salary transform filter first_name like '%d%' or first_name like '%s%' sort y asc bin x by weekday
2169,machine_repair,Bar,Easy,"Visualize BAR SELECT Team , COUNT(*) FROM technician GROUP BY Team",Bar chart showing the number of technicians for each team.,mark bar data technician encoding x team y aggregate count team transform group x
2592,poker_player,Scatter,Easy,"Visualize SCATTER SELECT Final_Table_Made , Best_Finish FROM poker_player",Scatter chart showing the best finish in the final table.,mark point data poker_player encoding x final_table_made y aggregate none best_finish
3105,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Home , AVG(School_ID) FROM basketball_match GROUP BY All_Home",Bar chart showing the mean school id from different homes.,mark bar data basketball_match encoding x all_home y aggregate mean school_id transform group x
2573@x_name@ASC,phone_market,Bar,Medium,"Visualize BAR SELECT Carrier , AVG(Memory_in_G) FROM phone GROUP BY Carrier ORDER BY Carrier ASC",Bar chart showing mean memory in gb from different carriers in ascending order of carrier.,mark bar data phone encoding x carrier y aggregate mean memory_in_g transform group x sort x asc
2461@x_name@DESC,network_2,Bar,Hard,"Visualize BAR SELECT job , avg(age) FROM Person WHERE gender = 'male' GROUP BY job ORDER BY job DESC",Bar chart showing the average age for males in each job in descending order.,mark bar data person encoding x job y aggregate mean age transform filter gender = 'male' group x sort x desc
1804@x_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT FIRST_NAME , AVG(SALARY) FROM employees WHERE first_name LIKE '%m' GROUP BY FIRST_NAME ORDER BY FIRST_NAME DESC","Bar chart showing average salaries for employees whose first name ends with ""m"" sorted in descending order of first name.",mark bar data employees encoding x first_name y aggregate mean salary transform filter first_name like '%m' group x sort x desc
307@x_name@DESC,bike_1,Bar,Easy,"Visualize BAR SELECT city , max(lat) FROM station GROUP BY city ORDER BY city DESC",Bar chart showing maximal lat from each city in descending order of city.,mark bar data station encoding x city y aggregate max lat transform group x sort x desc
2637,protein_institute,Bar,Easy,"Visualize BAR SELECT Name , Floors FROM building ORDER BY floors",Bar chart showing the number of floors for all building names ordered by the number of floors.,mark bar data building encoding x name y aggregate none floors transform sort y
1605@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(MANAGER_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY AVG(MANAGER_ID) DESC","Bar chart showing the average manager ID over job ID for employees with salaries between 8000 and 12000, commission that is not null, and department number that does not equal 40 in descending order of the y-axis.","mark bar data employees encoding x job_id y aggregate mean manager_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort y desc"
2829@x_name@DESC,station_weather,Stacked Bar,Hard,"Visualize BAR SELECT local_authority , COUNT(local_authority) FROM station GROUP BY services ,  local_authority ORDER BY local_authority DESC",Bar chart showing the number of local authority versus services grouped by local authority in descending order by the x-axis.,mark bar data station encoding x local_authority y aggregate count local_authority color services transform group x sort x desc
531@y_name@ASC,college_1,Bar,Easy,"Visualize BAR SELECT DEPT_CODE , max(stu_gpa) FROM student GROUP BY DEPT_CODE ORDER BY max(stu_gpa) ASC",Bar chart showing the maximum student gpa by department code in ascending order of the y-axis.,mark bar data student encoding x dept_code y aggregate max stu_gpa transform group x sort y asc
2821@y_name@DESC,sports_competition,Bar,Hard,"Visualize BAR SELECT Position , COUNT(Position) FROM player GROUP BY Position HAVING avg(Points) >= 20 ORDER BY COUNT(Position) DESC",Bar chart showing the total number of positions on the x axis and y axis in descending order.,mark bar data player encoding x position y aggregate count position transform group x sort y desc
3225@x_name@DESC,wine_1,Bar,Medium,"Visualize BAR SELECT County , COUNT(County) FROM APPELLATIONS GROUP BY County ORDER BY County DESC",Bar chart showing the number of counties of all appellations in descending order of county.,mark bar data appellations encoding x county y aggregate count county transform group x sort x desc
1607@x_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(DEPARTMENT_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY JOB_ID ASC",Bar chart showing the average department id for employees whose salary is between 8000 and 12000 and commission is not null or department number does not equal to 40 in ascending order of job id.,"mark bar data employees encoding x job_id y aggregate mean department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort x asc"
1407,flight_1,Bar,Easy,"Visualize BAR SELECT destination , COUNT(destination) FROM Flight GROUP BY destination",Bar chart showing the number of destinations by destination.,mark bar data flight encoding x destination y aggregate count destination transform group x
2800@x_name@DESC,soccer_2,Bar,Medium,"Visualize BAR SELECT state , min(enr) FROM college GROUP BY state ORDER BY state DESC",Bar chart showing the minimal enr from each state in descending order of state.,mark bar data college encoding x state y aggregate min enr transform group x sort x desc
1211@x_name@ASC,dorm_1,Bar,Medium,"Visualize BAR SELECT gender , sum(student_capacity) FROM dorm GROUP BY gender ORDER BY gender ASC",Bar chart showing sum student capacity across gender in ascending order of gender.,mark bar data dorm encoding x gender y aggregate sum student_capacity transform group x sort x asc
2603@x_name@ASC,product_catalog,Line,Medium,"Visualize LINE SELECT date_of_latest_revision , COUNT(date_of_latest_revision) FROM Catalogs  ORDER BY date_of_latest_revision ASC BIN date_of_latest_revision BY MONTH",Line chart showing the number of date of latest revisions by date of latest revision in ascending order and binning by month.,mark line data catalogs encoding x date_of_latest_revision y aggregate count date_of_latest_revision transform sort x asc bin x by month
3185,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT Team_ID , ACC_Percent FROM basketball_match GROUP BY All_Neutral","Scatter chart showing acc percent versus team id, grouped by all neutral.",mark point data basketball_match encoding x team_id y aggregate none acc_percent color all_neutral
2180@y_name@ASC,manufactory_1,Bar,Medium,"Visualize BAR SELECT Name , COUNT(Name) FROM Products GROUP BY Name ORDER BY COUNT(Name) ASC",Bar chart showing the number of names on the x-axis in ascending order of the y-axis.,mark bar data products encoding x name y aggregate count name transform group x sort y asc
2446@x_name@ASC,musical,Bar,Extra Hard,"Visualize BAR SELECT Nominee , COUNT(Nominee) FROM musical WHERE Award = ""Tony Award"" OR Award = ""Cleavant Derricks"" GROUP BY Nominee ORDER BY Nominee ASC","Bar chart showing the number of musical nominees with awards ""bob fosse"" or ""cleavant derricks"" in ascending order of nominee.","mark bar data musical encoding x nominee y aggregate count nominee transform filter award = ""tony award"" or award = ""cleavant derricks"" group x sort x asc"
1422,flight_company,Pie,Easy,"Visualize PIE SELECT Pilot , COUNT(Pilot) FROM flight GROUP BY Pilot",Pie chart showing the number of pilots across pilots.,mark arc data flight encoding x pilot y aggregate count pilot transform group x
2821@x_name@DESC,sports_competition,Bar,Hard,"Visualize BAR SELECT Position , COUNT(Position) FROM player GROUP BY Position HAVING avg(Points) >= 20 ORDER BY Position DESC",Bar chart showing the number of positions in descending order of the x-axis.,mark bar data player encoding x position y aggregate count position transform group x sort x desc
2850,store_1,Bar,Hard,"Visualize BAR SELECT billing_country , COUNT(*) FROM invoices GROUP BY billing_country ORDER BY count(*) DESC LIMIT 5",Bar chart showing the number of invoices with the top 5 billing countries.,mark bar data invoices encoding x billing_country y aggregate count billing_country transform group x sort y desc topk 5
2926@y_name@ASC,swimming,Bar,Easy,"Visualize BAR SELECT Time , ID FROM swimmer ORDER BY ID ASC",Bar chart showing id over time in ascending order of id.,mark bar data swimmer encoding x time y aggregate none id transform sort y asc
627,college_2,Bar,Medium,"Visualize BAR SELECT dept_name , AVG(salary) FROM instructor GROUP BY dept_name",Bar chart showing the mean salary from each department name.,mark bar data instructor encoding x dept_name y aggregate mean salary transform group x
380@x_name@DESC,candidate_poll,Bar,Medium,"Visualize BAR SELECT Sex , AVG(Height) FROM people GROUP BY Sex ORDER BY Sex DESC",Bar chart showing the mean height in descending order of sex.,mark bar data people encoding x sex y aggregate mean height transform group x sort x desc
